sample_id,reflectance_410,reflectance_440,reflectance_470,reflectance_510,reflectance_550,reflectance_590,reflectance_630,reflectance_680,reflectance_700,reflectance_850,reflectance_940,SOC_percent,clay_percent,sand_percent,pH,bulk_density
SYNTHETIC_OSSL_000023,0.05876259068932717,0.09323768656109224,0.043249471787470295,0.15,0.15,0.12494496377631487,0.0859009312285324,0.15,0.37436317904575855,0.5,0.41256643453585296,0.549494313065033,15.926487051559862,50.40088975829116,9.07808961367699,1.2234615442200658
SYNTHETIC_OSSL_000024,0.10278086377374088,0.08676091187304738,0.15,0.15,0.14211735682288174,0.06944777986145548,0.08868077631715449,0.11329993139050183,0.24871202759762467,0.4508294719387379,0.5,1.0079067908743038,48.42338294822792,56.87776248610205,7.358298168836698,1.2956454667912005
SYNTHETIC_OSSL_000025,0.13554612948549333,0.08550149371664528,0.10564204054125761,0.10581557682328444,0.1212701580364457,0.055423416557211516,0.15,0.11174209657731755,0.21122734917485864,0.5,0.5,0.3,20.670513609680413,31.562358598450768,6.614215535365291,1.6796104308154385
SYNTHETIC_OSSL_000026,0.07245032112888486,0.08847286479466004,0.12691783726309536,0.1345088939497272,0.15,0.15,0.12897273302973417,0.15,0.32771929997280946,0.3985226588109658,0.5,0.8879032663027435,49.38613284431216,33.61166448897743,9.181332016427636,1.0413420902305695
SYNTHETIC_OSSL_000027,0.1487849009172836,0.09195838054913297,0.13028897888707375,0.15,0.09502504926229188,0.15,0.11046523580704318,0.14694670235698626,0.3158510200703452,0.4915599527493319,0.4492248154716781,0.7917127517881599,5.032874675792013,66.43054466455828,5.084076997058272,1.473643092165066
SYNTHETIC_OSSL_000028,0.09996806550405976,0.14995263608292705,0.12947991797320968,0.15,0.1474341159869183,0.08451464965338176,0.06874677338094964,0.15,0.23145104196595256,0.4861228802967677,0.3256987313634292,2.405441577976855,27.674344325816502,32.723137412220595,7.71647823436897,1.1122367854011623
SYNTHETIC_OSSL_000029,0.11541531251033617,0.03200087386964311,0.028349916920741222,0.15,0.15,0.1352512506976346,0.15,0.0983140609127434,0.37092321173005793,0.5,0.4555998785605274,1.8335888385233816,46.93849320898892,54.630026555641585,6.655941098191804,1.3639847336032667
SYNTHETIC_OSSL_000030,0.09991466938853016,0.09491233760082382,0.15,0.13591892480219236,0.15,0.15,0.1405239899334965,0.09967919502578258,0.4,0.37062995601144044,0.274351861305023,2.5447742253841965,44.93108952486577,28.320059064896178,7.106261628225541,1.6561256753648554
SYNTHETIC_OSSL_000031,0.15,0.12499350463208837,0.15,0.10962109908352008,0.15,0.09158943790060615,0.13588200021946367,0.11936527502929224,0.27536255363171214,0.5,0.34570732098711654,2.3450189883915615,20.51679678049644,66.56276066943096,7.2354874371875635,1.3474202975868768
SYNTHETIC_OSSL_000032,0.1293251387631033,0.15,0.15,0.13661430960871856,0.1141142690490481,0.12717178273117716,0.15,0.12864274698339578,0.3457407484926367,0.23660890855626546,0.4919405191534327,2.609646227272033,59.128521648291105,29.46212157485605,6.765339878136778,1.4572490133250997
SYNTHETIC_OSSL_000033,0.07711445355220498,0.11770364804617081,0.15,0.07683602496834462,0.15,0.15,0.06283872365551248,0.15,0.4,0.4987371640298924,0.4596972830752211,0.6095680643039353,24.638098993804707,61.18389033668633,8.122705838485928,1.0786893018800119
SYNTHETIC_OSSL_000034,0.15,0.1223338316058663,0.1196439596309286,0.11742969044660749,0.15,0.12072091376618406,0.05343574636445336,0.15,0.3683173564236744,0.5,0.49939812430031916,0.8228595460096589,21.733296547226754,67.04951664515141,7.71065660305757,1.3341442382588826
SYNTHETIC_OSSL_000035,0.06895781750144889,0.125602664801094,0.056599274256868365,0.13246147696714755,0.06879901302804686,0.15,0.11285443931420105,0.11714921221306142,0.4,0.5,0.4210913068549278,1.1659377789569756,37.228624504979244,14.508775196786052,6.33477738572967,1.229354395461278
SYNTHETIC_OSSL_000036,0.1404431797502378,0.03881561731111369,0.15,0.15,0.15,0.11509412035904125,0.13519610960161238,0.13636885347276084,0.33817791959711613,0.4624220569959461,0.40976112936744047,1.7506443193779122,59.69910992446701,11.960058572377013,6.453321651122398,1.4784168049239859
SYNTHETIC_OSSL_000037,0.03201649380601122,0.15,0.13192704767424052,0.15,0.1462386857763544,0.04535185158387216,0.11261061524698725,0.0498474993853098,0.33918418940151146,0.5,0.5,1.3859085291516955,17.55128474389938,55.06435309561464,4.052597874911516,1.0867884860430082
SYNTHETIC_OSSL_000038,0.06359069755507847,0.15,0.12987746084400753,0.08092791401557992,0.15,0.09629650836850268,0.027481438179911666,0.1235670885631972,0.4,0.4074218167213891,0.3933038450546423,1.8466155534635078,37.249935462666,31.170648621018447,4.63327290681943,1.3594884151890185
SYNTHETIC_OSSL_000039,0.13984306179345618,0.15,0.15,0.15,0.15,0.10260781547364761,0.12688631159038763,0.0922768217379035,0.19666077908102195,0.27827460445429,0.47267831989382403,1.8994985110121592,25.0531317999428,73.40732422032889,6.897039865485564,1.257335927579317
SYNTHETIC_OSSL_000040,0.15,0.15,0.12774440002739457,0.15,0.13515362222241464,0.07643160989261258,0.15,0.15,0.2922041096318014,0.2795990393566709,0.2613508636110638,3.0192778863407868,15.639156006145729,47.93580865799301,5.115965495407449,1.4019493706783925
SYNTHETIC_OSSL_000041,0.13856841405949855,0.06507391985063951,0.10779909013504636,0.011123118350605504,0.09390299822230608,0.07456714472518972,0.06047850789365901,0.01,0.26501951517280253,0.5,0.33975762614749205,2.306363443600209,19.97545001803488,46.98178332205778,7.544293077252677,1.1123366843441196
SYNTHETIC_OSSL_000042,0.12421758588058798,0.05559866676971632,0.0710014311711592,0.15,0.11442881310768413,0.04951909502164882,0.15,0.15,0.3002196539133244,0.31541541265869816,0.5,1.469179991972493,21.80811480546628,49.205360428680024,9.249252163877673,1.325038356545222
SYNTHETIC_OSSL_000043,0.11494481522053557,0.15,0.12970728570958745,0.12524276385958366,0.15,0.06083063471473654,0.08842992972892952,0.07026686721330888,0.3525938900459402,0.5,0.4846835360285772,1.4885409613058198,40.896227465838415,62.97205682979923,10.005000026451304,1.0230415765340144
SYNTHETIC_OSSL_000044,0.056073900481628636,0.1131255449407154,0.15,0.15,0.13833038221248178,0.15,0.14483975101279375,0.15,0.21752340087305908,0.349305830890937,0.28753052192726614,2.7814225997583453,44.28806797167175,25.963414056841117,8.203780861641008,1.2955218699437108
SYNTHETIC_OSSL_000045,0.09400778958026457,0.08071858732315298,0.07486775383592346,0.09969686695387793,0.15,0.09171281935438141,0.15,0.15,0.3466091207814317,0.41467659218409786,0.4838357892454104,1.8805409748917996,54.5669057313124,50.54839518359679,8.003900377780722,1.1112511670348764
SYNTHETIC_OSSL_000046,0.10696806145201063,0.11587187660895154,0.15,0.11077291953532196,0.15,0.10453454862494432,0.08209232562167719,0.1011549615096912,0.3488002625270733,0.4091979711694549,0.37836144924101334,1.8455522325572264,40.87468255228888,47.054156755437795,8.046583770960039,1.6212989102554158
SYNTHETIC_OSSL_000047,0.15,0.09908281874541396,0.15,0.15,0.14234889953354557,0.15,0.07791374210754226,0.05783802571312202,0.3199109841308893,0.5,0.5,1.197457212062337,58.23649781913337,53.82380442276379,6.863258057977259,1.4398213983877333
SYNTHETIC_OSSL_000048,0.14718091447842307,0.15,0.044394675104631576,0.04603787945098607,0.12674297228318354,0.1127851041654744,0.13329631508968082,0.1096670630446504,0.34603207113245826,0.5,0.5,0.9584093548374439,17.09546143921353,76.50965628865875,6.589205912147025,1.4134122582880946
SYNTHETIC_OSSL_000049,0.04184799223186331,0.15,0.15,0.09463086369126386,0.09745945352735971,0.15,0.15,0.11403542483628293,0.32799914037271577,0.48507240688448283,0.3620528225324545,1.4551452281921338,24.01868086208163,33.25383515157709,5.744049155444229,1.0150482634483058
SYNTHETIC_OSSL_000050,0.14620419846973975,0.04822193543282671,0.13090661134526088,0.05435789398825813,0.01,0.09541031949593437,0.04126985925883046,0.15,0.3230000720729158,0.29654196821886336,0.42108558335769847,2.543374303081179,37.61580906121159,41.43333046285585,4.3502990173022145,1.0779552261457868
SYNTHETIC_OSSL_000051,0.11074588597918418,0.05617255933666816,0.1258273826916254,0.08118601122874787,0.11488157506406108,0.12059144766677717,0.13409566298057515,0.15,0.4,0.35512373944979325,0.5,1.620684692708647,41.19191090576964,63.45669467785757,7.048013888058128,1.5486496466032422
SYNTHETIC_OSSL_000052,0.09615389998470206,0.09203159976840466,0.15,0.15,0.13038470934085766,0.08105634859319699,0.08412579295948969,0.10570700451334651,0.1272906866434525,0.4891971308521702,0.5,0.888022744157353,10.179182305462476,28.5793318606677,4.925803469203207,1.5470905685029805
SYNTHETIC_OSSL_000053,0.15,0.0955235979160494,0.15,0.08143780756882607,0.0843479131619658,0.13932095387986243,0.15,0.10311139836006158,0.3856688940742381,0.5,0.37315308923789736,2.067847284827617,7.507546815527877,73.4995281701197,7.4501181833050545,1.1725056631203277
SYNTHETIC_OSSL_000054,0.15,0.09123697766507904,0.08359374883346832,0.09288767646117191,0.15,0.09766386951109293,0.029433133188346117,0.12296768751585474,0.37118963264154536,0.419660202704633,0.3276384158823153,1.9737013644141752,8.647614396008978,53.47966573171278,8.328474690843443,1.1491666904415354
SYNTHETIC_OSSL_000055,0.15,0.12028829102282432,0.15,0.01,0.09383373862097083,0.04868015078110392,0.15,0.11041247646208113,0.2741699101760545,0.5,0.43594802993968707,1.164704775756431,8.244422669461475,78.86531356694734,8.279092713217292,1.1461816644469212
SYNTHETIC_OSSL_000056,0.08803912383886808,0.10765825996390298,0.08415774977304782,0.0978171535060291,0.12832138984003255,0.15,0.15,0.1198882109249057,0.2714570589181771,0.4409487352870639,0.48410410041103674,2.0350387594505746,29.66477699374368,15.470513419277479,7.661207132463781,1.122645566549622
SYNTHETIC_OSSL_000057,0.11453938120743927,0.062319370355234105,0.08626262179755992,0.01,0.11214809161046557,0.09235057117394807,0.08208397024161898,0.15,0.4,0.30044520822068244,0.38719372873562463,2.3568401723410854,47.965985785983854,76.06435433470605,7.093380406879454,1.3740779034668482
SYNTHETIC_OSSL_000058,0.1465631715701782,0.07865958795680095,0.13802031948210797,0.14471631694615755,0.15,0.15,0.13635690777753562,0.1417750737536307,0.4,0.5,0.3877987071618003,0.9857436379421365,57.77260735814276,78.44377217301526,2.737069718187441,1.1531525259750641
SYNTHETIC_OSSL_000059,0.15,0.15,0.15,0.15,0.15,0.15,0.10267637117460685,0.08108631349876197,0.4,0.31332041907224206,0.4619534858449049,1.5022214967960723,28.4907411097277,60.90120768530708,7.973967702672571,1.21335746481052
SYNTHETIC_OSSL_000060,0.1060412881077355,0.11212758766326585,0.055636810108509085,0.15,0.15,0.15,0.12421545803603042,0.15,0.2897890514758208,0.39039703536971226,0.5,1.5849402611674228,36.6947008543031,29.276959329930815,4.087014676829336,1.278785022834888
SYNTHETIC_OSSL_000061,0.12071705116680916,0.10956845541870054,0.10481053174218719,0.05393043147351177,0.12953934167738812,0.06494364520137585,0.15,0.15,0.37069480415412537,0.37313466568007236,0.5,0.3,18.055827828773154,58.519833389931875,6.7671711080646535,1.1293100106752592
SYNTHETIC_OSSL_000062,0.07468325129969859,0.05397814270862633,0.15,0.12670343614706892,0.15,0.08816669675135377,0.06737466787597604,0.13959451948208612,0.4,0.37595485146779106,0.399314131000376,2.47380538735945,39.12161047777489,14.448776404930545,8.621567342057709,1.4171848333489518
SYNTHETIC_OSSL_000063,0.07018966879596647,0.10683916363479172,0.08295848445287624,0.15,0.1277915752272209,0.15,0.15,0.15,0.23082709559302983,0.2729853433667453,0.4465651928138805,2.283147775917679,59.551210382188586,52.22648109853462,5.331246017698289,1.3491796021252553
SYNTHETIC_OSSL_000064,0.15,0.15,0.1315700821146882,0.11062429413756429,0.15,0.11808951563099132,0.13617070655538752,0.15,0.3727305009096774,0.4355376322677974,0.42255801540558746,0.8161689997920005,17.294291354889673,57.53165771474231,7.409046446118215,1.6941964729497836
SYNTHETIC_OSSL_000065,0.15,0.15,0.1144670338130538,0.06533072967518762,0.15,0.1278056519853815,0.07938298290191091,0.12006322369357116,0.32974670326492883,0.32306701430861473,0.4043997257111629,2.4526225942821025,34.08631127963924,69.47302868590779,9.292210711065728,1.4489471859000993
SYNTHETIC_OSSL_000066,0.12639949392098332,0.15,0.15,0.15,0.15,0.07697030347835876,0.14273393439560844,0.15,0.2632378102153799,0.45215043827112483,0.44164093975492125,0.3891707448154478,15.987013205437643,65.84058981160474,7.815237938278531,1.6051087187162576
SYNTHETIC_OSSL_000067,0.15,0.06982014619618351,0.14594222045946137,0.06952829981293127,0.14541766786017762,0.15,0.12621855482895225,0.15,0.3106589855056327,0.5,0.3900971405066087,2.1355776808435163,28.989617662335004,74.92284755058436,7.8444242196619784,1.2880064811087384
SYNTHETIC_OSSL_000068,0.1480818012523817,0.06901911582980762,0.1150641262901493,0.15,0.15,0.10849190313191094,0.11067154293077404,0.12305827839171701,0.3596570032689455,0.46052168656504744,0.42572151874451897,2.5838227307861787,35.87294875586372,12.677261937991974,5.540318158503781,1.0247469651876602
SYNTHETIC_OSSL_000069,0.09774401226974379,0.15,0.0881699145573841,0.13100706212179553,0.15,0.14073310633466068,0.14967462694317207,0.14521440435170335,0.36416094591786274,0.5,0.4242424018439458,1.2538177316547103,41.77324168599585,68.28683363928162,8.366424401326586,1.620407637284952
SYNTHETIC_OSSL_000070,0.1480697802754207,0.15,0.15,0.15,0.15,0.15,0.1177852713062831,0.11907724641778616,0.3560953744667991,0.3077971358839816,0.4303846712966446,1.2402886856552513,55.456296660795495,34.741169774064105,8.026587686666105,1.3431499718109297
SYNTHETIC_OSSL_000071,0.15,0.11707686190921764,0.1262120611135318,0.15,0.15,0.09137493278897232,0.15,0.11672675289853171,0.4,0.34563681493030896,0.3848756428132941,1.7725021622328292,44.81570127970115,61.218199216142956,8.683960801141865,1.0562318499264376
SYNTHETIC_OSSL_000072,0.1282086980445024,0.15,0.11868559086779311,0.10161321954397656,0.06487281841046551,0.15,0.027916739211906266,0.04662297678418745,0.3054221505932436,0.4578702572916724,0.5,0.9290534426661272,46.640421743903886,78.11156855810799,4.848066440980542,1.0851991203275162
SYNTHETIC_OSSL_000073,0.15,0.06985018138731056,0.15,0.0710255466987592,0.12563145901676753,0.14517797217085163,0.09886246202439965,0.0726962338013537,0.2474143995307009,0.5,0.5,1.812772471321031,42.799966565738586,79.80440485368149,6.156172955157757,1.1214094601978484
SYNTHETIC_OSSL_000074,0.01,0.06777659461012675,0.15,0.1370750061799284,0.10125091561452568,0.09771775475400393,0.10001497274350696,0.0980754023235817,0.3652544682681804,0.5,0.4621681896305688,0.6030075562821293,24.36803888743942,77.04594144104242,5.994268695538583,1.125094638982293
SYNTHETIC_OSSL_000075,0.15,0.04912694237426382,0.05999569416916113,0.13175018488925372,0.1293939310765132,0.11218094674739841,0.08688537879561503,0.15,0.36212916403252615,0.4216933381956695,0.4432553562068452,1.2684329569959756,56.069294991865426,57.82240246283937,6.82590164694265,1.1885081691133959
SYNTHETIC_OSSL_000076,0.13435235341190857,0.14807352165018225,0.12049993546956944,0.15,0.1241700335991635,0.05872897939901396,0.15,0.13578810362350785,0.3528256155097708,0.3329906475900385,0.5,1.9330348937161446,44.70672061747065,20.42684272460985,4.911721474926059,1.2632426768612055
SYNTHETIC_OSSL_000077,0.11504963247670663,0.14083589372190336,0.07638293894860612,0.09205042380239625,0.12253137535946858,0.15,0.1018960882773213,0.08320721249472154,0.38582480914365064,0.5,0.28358483716607,1.8387199065296902,8.260666466521077,79.49673356731928,9.220922580460687,1.098882133941897
SYNTHETIC_OSSL_000078,0.1345880388267751,0.10387917399095219,0.1017728857200853,0.09221262624082324,0.15,0.15,0.15,0.15,0.3428578123518591,0.3035990369166018,0.5,1.9078967370159263,41.007346810267066,37.37445104885823,6.847234546775941,1.4300995611284706
SYNTHETIC_OSSL_000079,0.03062155426995536,0.09098036951942444,0.15,0.12530294243224702,0.12688519418424818,0.10051074584884256,0.15,0.094147713987811,0.4,0.3128977728812309,0.40622551187522327,1.9199735197010512,20.754581481290238,26.014697616971404,7.000477981414747,1.6757792233241826
SYNTHETIC_OSSL_000080,0.1190164056081244,0.15,0.15,0.14508541917295092,0.15,0.1354039539835052,0.13066765730420632,0.11499968257787095,0.4,0.3511776816362969,0.49403709107197274,1.2819697795356138,46.83608536003753,17.102739128091763,8.776558784358276,1.445913558118269
SYNTHETIC_OSSL_000081,0.14785562857558732,0.11704345032058062,0.15,0.07325605248367928,0.11422937865600644,0.10829622953522634,0.10383583547437926,0.15,0.3696313461439219,0.5,0.5,1.2228915359703665,59.0927913694209,42.924888860434635,7.254747319130854,1.0237192760220346
SYNTHETIC_OSSL_000082,0.15,0.15,0.05973826789538979,0.12371964177781326,0.08839587847139732,0.11867899834030458,0.14309570827023305,0.024532496614258686,0.3054306319615214,0.47260630358694844,0.34487943221949713,2.015563762720644,28.26742902033857,41.27402316837956,6.807658196867288,1.3390553222524828
SYNTHETIC_OSSL_000083,0.10408648908631764,0.12268257827752595,0.139335110302714,0.12606719929465568,0.1268700234844113,0.053849735828615186,0.14372264898515857,0.15,0.3712480257841284,0.5,0.4057639411136409,1.3174122336289598,32.69513367081955,35.96518702797778,6.520012694364609,1.0141590284841773
SYNTHETIC_OSSL_000084,0.08957531985534062,0.10496436461056673,0.10121999016010233,0.15,0.10383755085010694,0.15,0.15,0.07545363139761682,0.3853231201228495,0.4611765885202379,0.391087019283114,1.3867823944781015,16.16405977016049,49.77297140963022,4.463895963771566,1.2117474798397994
SYNTHETIC_OSSL_000085,0.10491214782077318,0.15,0.15,0.1259046220803096,0.15,0.15,0.11950710682043782,0.15,0.25602935753898215,0.5,0.47097043033128394,1.5808977144694352,26.576135748781443,60.0577560303016,5.36441598710598,1.397498220724029
SYNTHETIC_OSSL_000086,0.15,0.15,0.10183130200060829,0.15,0.15,0.11980880180489857,0.15,0.10332338018409044,0.36757084535052087,0.5,0.4605135545880228,2.396306719686627,46.20431896552692,43.069031033215964,4.338199082007102,1.6175826367296242
SYNTHETIC_OSSL_000087,0.14643755548298423,0.1287945488501175,0.08859851289786916,0.15,0.15,0.06701561806897355,0.13262990727309404,0.13776126669357386,0.25600158940316675,0.399308757645368,0.44845338829422476,1.7428966365518523,37.49163859379241,15.046143919763143,6.152155771740264,1.6981188838425743
SYNTHETIC_OSSL_000088,0.10351198981164807,0.15,0.14803352569957828,0.04111593180696041,0.08154306869460512,0.1427172406109642,0.11312248760914544,0.15,0.4,0.5,0.4061074949207713,1.1372122191098328,51.14258488410642,17.293156985137657,6.211344817321296,1.2228141034074311
SYNTHETIC_OSSL_000089,0.15,0.15,0.15,0.11836709585137918,0.05076287883494922,0.03858202330809091,0.15,0.14437482150522654,0.4,0.47364683451638667,0.2505457029213334,2.0790486454698622,48.032289567529666,70.20301669100115,7.202619826025466,1.3060987356919633
SYNTHETIC_OSSL_000090,0.13485387746740202,0.09338233167389223,0.15,0.15,0.15,0.09894620790836343,0.15,0.0951680481675323,0.4,0.4769030394392196,0.27565732658814424,1.6663087005691821,19.93918310379412,29.575023891029034,7.252296327217836,1.2641776486903387
SYNTHETIC_OSSL_000091,0.15,0.15,0.15,0.08349951910895477,0.07284107392002563,0.0866762088559668,0.10483017228653,0.15,0.3835624332819152,0.39549858735529386,0.3460547845016453,1.9822349642738508,17.763440668530755,66.69157852690947,7.052736433623655,1.1725365166927455
SYNTHETIC_OSSL_000092,0.09489734530613239,0.10953949181291261,0.15,0.1434835644025893,0.15,0.0676243632321834,0.1290157915750384,0.10647170137414771,0.24342707742188688,0.5,0.5,0.9013223489618771,10.88128888997586,40.77288541425815,8.11344485761069,1.5556280523926609
SYNTHETIC_OSSL_000093,0.11361689267011159,0.08327294896158488,0.15,0.14879923586021793,0.15,0.15,0.15,0.0659415099364631,0.3570477719402122,0.47767330899343274,0.33197566080198876,2.3291196325837458,12.435533405608263,49.28424982116767,7.771179162938356,1.6658417441540783
SYNTHETIC_OSSL_000094,0.11039459234339212,0.08188666069419334,0.13903126204463118,0.1371336675841061,0.1313405045007469,0.11525792096295491,0.14122100006898303,0.1072654931972873,0.19368055404043924,0.4448407849552972,0.5,1.0459507394408167,30.325159816941337,51.173781107176005,6.617087916512421,1.5456002318335451
SYNTHETIC_OSSL_000095,0.056824252593394076,0.15,0.10776853059592785,0.11094783364683651,0.11827614123798774,0.14171936410500788,0.09742901171329703,0.13149301022525584,0.3256744925237719,0.31650223774589237,0.4030687774925695,3.074639855584185,10.40980189548355,70.14844997940486,6.178759903618928,1.0807340171720383
SYNTHETIC_OSSL_000096,0.1448060138532288,0.03876196963468273,0.0887249193774384,0.1324680187037931,0.08089544790456529,0.15,0.11297779167702038,0.09768927485201707,0.28119431864155736,0.3198396209379379,0.4088781715171764,2.4563692884157726,23.367944979541722,59.88697606292143,6.766651829284478,1.4272959000755463
SYNTHETIC_OSSL_000097,0.1430527636089945,0.15,0.15,0.10188718974629095,0.15,0.15,0.15,0.04050105340350965,0.354263255745742,0.4207965350825624,0.32863715471471155,2.3031610784502865,19.874219433125656,14.536598012466527,7.858366167611028,1.614570192750523
